114.88	40.56	11	1.8
118.2	39.55	10	1.8
118.2	39.6	0	1.7
117.03	40.01	20	1.8
118.33	39.71	19	2
118.81	39.88	9	1.6
119.13	39.58	20	3.8
118.68	39.76	9	1.6
118.83	39.83	9	1.6
118.35	39.68	10	1.5
119.13	39.56	17	2.9
119.13	39.56	17	2.9
118.78	39.71	10	1.5
116.71	39.43	30	2.1
114.01	38.76	29	1.7
118.05	39.43	9	1.5
118.46	39.76	12	1.9
118.68	39.78	10	1.5
118.41	39.73	23	1.5
118.3	39.66	14	1.5
118.33	39.66	11	2.2
114.56	38.98	9	1.6
118.08	39.48	10	1.8
119.11	39.56	14	1.9
116.63	38.98	23	2.1
118.46	39.76	10	1.9
116.23	40.03	14	1.6
117.58	39.16	23	1.9
118.6	39.71	10	2.1
117.13	39.76	18	1.9
118.93	39.83	18	2.4
114.31	40.51	9	1.9
116.51	40.21	19	1.5
118.81	39.71	8	1.8
118.83	39.86	10	1.9
118.93	40.11	15	2.7
118.93	40.11	15	2.7
114.26	40.86	23	1.6
117.13	39.16	13	1.6
115.38	40.66	15	3
115.38	40.66	15	3
118.86	39.91	9	1.7
114.68	40.01	2	2.4
118.86	39.88	11	1.5
116.75	38.93	20	1.8
119.13	39.61	20	2.7
119.13	39.61	20	2.7
117.06	40.08	7	1.5
117.88	39.38	9	1.5
118.85	38.85	10	1.9
118.78	39.76	9	1.7
116.45	40.21	5	1.5
118.31	40.93	10	1.3
117.2	39.75	15	1.5
118.75	39.75	9	3.5
118.75	39.75	9	3.5
118.43	39.73	10	1.6
115.65	40.11	21	2.1
114.21	40.5	10	1.6
117.86	39.31	20	2.2
114.9	38.81	9	1.6
118.01	39.33	15	2
117.98	39.35	15	2.6
117.98	39.35	15	2.6
115.43	38.91	9	1.7
116.51	38.68	5	1.6
118.38	39.71	9	1.5
114.26	40.43	9	1.7
118.7	39.78	11	1.7
118.43	39.73	10	1.5
118.68	39.73	10	1.6
115.48	38.86	9	1.8
116.06	39.86	5	1.6
117.71	39.23	5	1.6
116.96	39.98	28	1.7
116.83	39.41	23	1.7
114.31	40.53	10	1.5
115.58	38.88	9	1.8
118.16	39.56	5	1.7
118.41	39.75	12	1.8
119.01	38.6	10	2
118.15	39.48	10	2.2
115.55	40.48	14	1.9
118.36	39.68	19	1.9
117.96	39.33	4	1.5
118.41	39.75	14	1.9
118.28	39.65	12	1.5
118.73	39.71	10	1.6
118.48	39.63	18	1.7
117.75	39.33	20	1.5
118.43	39.75	10	2
114.01	40.26	14	2
114.93	38.78	9	1.6
116.46	40.51	7	2.3
118.71	39.75	11	1.6
114.28	40.65	2	1.6
115.21	39.01	7	1.7
115.86	39.73	8	1.9
118.48	39.68	19	2
118.8	39.71	15	1.6
118.83	39.3	10	1.6
118.03	39.38	1	1.7
115	39.86	0	2.9
115	39.86	0	2.9
114.98	39.86	20	1.7
118.01	39.46	12	1.7
115.71	40.06	11	1.6
118.8	39.81	9	1.7
118.2	39.6	15	1.8
118.05	39.63	6	1.6
118.51	39.71	6	2.6
118.51	39.71	6	2.6
118.38	39.76	20	1.5
118.61	39.73	10	1.5
117.51	39.15	21	1.5
118.2	39.58	10	1.9
118.51	39.71	18	1.7
118.8	39.71	12	1.5
114.93	38.98	10	1.7
118.88	39.98	9	1.6
118.25	39.65	13	1.7
118.43	39.75	13	1.5
118.86	40.11	26	2.3
118.43	39.75	13	1.5
116.98	40.01	23	1.7
117.93	39.36	5	3
117.86	39.48	16	1.5
118.63	39.73	17	1.5
116.01	40.11	20	1.7
118.48	39.66	13	1.5
118.75	39.71	12	1.6
118	39.33	11	1.5
115.78	40.36	0	2.5
115.78	40.36	0	2.5
118.5	39.78	10	1.8
115.05	38.96	10	1.5
118.75	39.71	19	1.8
118.36	39.71	5	1.7
118.5	39.81	11	3.5
118.5	39.81	11	3.5
118.11	39.56	5	2.2
118.45	39.71	13	1.5
118.78	39.7	11	1.9
116.33	38.58	30	1.8
118.11	39.51	3	1.8
118.65	39.73	9	2
118.63	39.71	19	1.6
117.16	40.16	6	1.5
119.55	39.36	9	1.7
117.15	40.16	0	3.3
117.15	40.16	0	3.3
118.73	39.73	10	1.5
114.71	38.56	9	1.5
118.5	39.78	5	1.6
114.25	40.51	2	1.5
114.78	38.88	5	1.8
118.41	39.75	12	1.8
118.98	40.01	21	1.7
119.26	40.18	7	2.7
119.26	40.18	7	2.7
119.28	40.13	21	2.4
119.05	38.83	4	1.9
115.53	38.95	14	1.6
118.26	39.63	14	2.1
117.06	40.08	7	1.8
118.43	39.68	6	1.7
114.38	40.66	5	2.1
117.18	39.98	8	2.5
117.18	39.98	8	2.5
118.51	39.81	5	1.5
118.33	39.71	4	2.3
118.48	39.8	9	1.8
117.73	39.41	23	2.5
117.73	39.41	23	2.5
114.21	40.65	0	2.6
114.21	40.65	0	2.6
119.26	40.08	11	1.9
116.23	40.03	12	1.9
118.01	39.38	0	2.3
117.96	39.38	0	3.5
117.96	39.38	0	3.5
116.23	40.03	12	1.5
118.33	39.75	5	2.1
118.66	39.68	19	1.5
116.71	39.28	29	2.5
116.71	39.28	29	2.5
119.53	38.63	0	2.6
119.53	38.63	0	2.6
114.16	40.53	1	1.5
115.95	38.71	5	2.9
115.95	38.71	5	2.9
118.68	39.78	1	2.3
116.21	40.01	12	1.5
116.25	39.46	30	2.2
115.66	39.83	1	1.7
115.75	40.58	5	1.6
119.95	38.83	29	2.2
118.28	39.66	9	1.6
118.28	39.66	4	1.9
115.73	40.06	8	1.6
118.68	39.9	12	1.5
114.78	39.88	10	1.6
114.31	40.61	10	1.9
118.63	39.71	9	1.7
116.55	39.23	25	2.4
117.88	39.36	30	2.6
117.88	39.36	30	2.6
118.5	39.8	1	1.6
118.66	40.46	0	3.2
118.66	40.46	0	3.2
117.16	40.15	10	1.5
118.3	39.66	7	1.5
116.48	40.36	19	1.7
117.85	39.31	21	1.6
118.76	39.71	10	1.5
118.68	39.73	16	1.5
116.16	39.98	12	1.5
118.8	39.83	9	1.5
118.68	39.76	15	1.7
117.38	39.75	18	1.9
118.36	39.7	4	3.2
118.36	39.7	4	3.2
119	39.95	0	2.1
118.85	39.86	9	1.9
117.91	39.33	12	1.6
116.48	38.83	9	2.2
118.9	39.96	8	1.9
118.73	39.83	5	2.1
119.01	40.06	10	1.6
115.01	38.51	11	1.5
119.48	38.81	7	1.9
118.5	39.71	8	1.5
118.21	39.63	14	2.3
118.35	39.71	10	2.1
118.65	39.03	4	1.7
115.3	40.38	14	3.2
115.3	40.38	14	3.2
118.38	39.7	0	2.6
118.38	39.7	0	2.6
118.45	39.71	6	1.6
118.45	39.73	5	1.5
118.43	39.18	16	1.6
115.91	40.18	18	1.5
118.76	39.75	0	2.2
118.28	39.66	13	1.5
118.68	39.76	10	1.6
116.68	39.23	22	1.6
118.46	39.71	15	2.3
118.78	39.73	10	1.5
118.21	39.61	13	1.5
118.75	39.73	0	2.7
118.75	39.73	0	2.7
114.73	39.91	9	1.5
118.15	39.55	10	3.1
118.15	39.55	10	3.1
118.83	39.86	8	1.6
118.75	39.71	8	1.7
118.43	39.75	13	1.5
118.3	39.58	12	1.6
118.71	39.76	8	2
118.75	39.71	20	2
118.18	39.71	14	1.6
118.35	39.7	6	1.5
118.93	39.26	10	1.9
118.7	39.76	0	1.9
118.33	39.68	10	1.8
115.8	40.2	11	1.5
114.78	40.11	10	2.3
114.43	40.36	10	1.6
118.71	39.73	10	1.5
118	39.25	16	1.7
118.53	39.86	10	2.3
116.28	39.48	18	1.7
114.51	40.61	9	1.7
118.51	39.68	12	2
118.5	39.7	0	3.8
118.5	39.81	11	3
118.5	39.81	11	3
118.08	39.5	10	1.6
118.1	39.5	9	2.2
118.08	39.48	10	2.2
116.48	40.41	6	2.2
116.46	40.41	10	2.2
116.46	40.4	9	1.6
114.38	40.46	10	1.6
118.46	39.78	16	1.7
118.48	39.66	0	2.7
118.48	39.66	0	2.7
117.81	39.33	18	2.4
119.33	40.31	0	2.4
118.76	39.73	2	1.8
116.36	38.58	17	2.4
114.25	40.46	10	1.7
116.03	38.68	1	1.5
116.78	38.88	16	1.7
116.55	40.08	12	2
116.38	38.53	10	3.1
116.38	38.53	10	3.1
116.05	38.63	29	1.9
117.43	39.38	25	1.9
116.63	39.33	30	1.6
116.7	39.36	1	1.6
117.91	39.35	0	2.1
118.36	39.63	9	1.5
118	39.41	5	1.5
119.13	38.56	10	2.1
114.75	38.88	6	1.5
116.45	38.86	16	1.7
118.46	39.76	8	1.6
118.48	39.81	0	3
118.48	39.81	0	3
118.46	39.78	12	1.6
114.08	40.13	11	1.7
114.91	40.36	5	1.6
114.96	40.38	17	1.5
118.38	39.73	14	1.6
118.53	39.03	10	1.8
118.23	39.63	20	1.5
114.96	40.41	0	2
119	40.06	0	2
118.35	39.68	12	1.9
118.23	39.63	5	1.9
118.86	40.56	0	2.6
118.86	40.56	0	2.6
118.21	39.6	15	1.5
116.18	40.36	18	1.5
114.2	40.83	10	1.9
118.48	39.7	14	1.5
114.41	39.18	10	1.7
116.66	39.41	0	2.1
118.13	39.58	5	1.7
118.5	39.76	20	2
118.38	39.7	4	1.6
117.76	39.31	18	1.8
118.83	39.88	9	2.5
118.83	39.88	9	2.5
116.38	40.23	8	1.8
118.73	39.76	9	1.6
116.3	40.46	24	1.5
118.11	39.53	28	1.9
118.1	39.51	5	1.8
118.73	39.76	10	1.5
119.25	38.83	4	2
119.3	38.81	6	2.1
116.21	38.86	17	1.5
117.01	40.1	0	2.7
117.01	40.1	0	2.7
114.5	39.15	10	1.9
118.05	39.93	10	1.6
118.28	39.61	13	1.6
119.06	40.58	5	2.3
116.41	40.26	10	1.5
117.06	40.11	9	1.7
118.7	39.71	10	1.5
117.56	39.48	15	2.1
116.36	40.4	29	1.6
118.33	39.68	9	1.7
116.48	40.31	11	1.9
116.11	40.86	0	2.4
116.56	38.51	0	2.3
114.18	39.78	28	2.6
114.18	39.78	28	2.6
118.5	39.71	0	1.6
114.26	40.51	0	1.5
118.56	39.71	18	1.8
116.48	40.41	8	2.5
116.48	40.41	8	2.5
118.16	39.56	10	1.9
115.53	39.31	10	2.1
119.7	39.93	18	1.5
117.38	39.88	18	1.5
117.41	39.93	15	1.5
118.48	39.66	21	1.5
117.36	39.88	14	1.5
116.25	38.88	5	1.9
116.16	40.08	28	2.4
114.11	40.83	29	1.8
117.6	39.16	28	1.5
118.45	39.76	11	1.7
114.38	40.61	10	1.8
118.46	39.65	24	1.5
114.95	39.86	13	1.8
116.26	38.91	7	1.7
118.43	39.75	13	1.9
115.51	40.26	17	3
115.51	40.26	17	3
118.68	39.76	10	1.6
118.6	39.76	19	1.7
118.61	39.78	16	1.6
116.26	38.88	12	5.3
118.63	39.76	9	1.8
118.58	39.78	8	1.7
115.71	40.1	5	3.6
118.73	39.01	26	1.8
118.51	40.48	15	1.8
118.7	39.76	5	2.8
118.7	39.76	5	2.8
118.13	39.56	5	1.5
117.41	39.38	15	1.7
119.61	39.25	10	1.9
115.05	40.11	14	1.5
118.08	39.45	10	1.9
118.63	39.71	10	1.5
118	39.41	7	1.6
118.43	39.66	14	1.5
118.65	39.73	10	1.7
118.48	39.78	5	2.6
118.48	39.78	5	2.6
118.73	39.75	10	1.5
118.78	39.76	10	1.6
118.46	39.75	15	1.9
118.06	39.41	9	1.5
118.75	39.71	10	1.6
118.68	39.76	9	1.7
118.78	39.7	11	1.5
118.73	39.71	9	1.5
118.43	39.75	14	1.9
114.88	40.43	5	1.8
118.5	39.6	5	1.5
118.35	39.68	0	1.6
118.26	39.66	15	1.6
120	38.76	0	2.4
117.91	39.31	8	2.1
118.41	39.7	8	1.7
115.53	39.56	12	1.9
118.13	39.46	11	1.7
118.75	39.73	10	1.6
117.41	39.88	7	1.6
118.45	39.76	14	1.8
115.5	38.68	5	1.5
118.5	39.71	20	2.4
116.66	38.91	2	1.8
116.23	40.01	11	1.8
114.26	39.78	1	2.4
118.46	39.76	21	2.2
117.83	39.33	12	1.7
114.58	38.61	8	1.6
118.41	39.78	0	3.3
118.41	39.78	0	3.3
118.41	39.76	19	1.7
118.43	39.75	16	2
118.41	39.76	0	4.4
118.38	39.78	9	4
116.71	39.4	10	1.9
118.65	39.76	15	1.7
118.8	39.36	9	2
118.48	39.76	11	1.8
118.43	39.71	9	2
118.71	39.78	13	2.1
118.21	39.63	15	1.8
118.36	39.71	8	2.3
118.33	39.68	8	1.7
118.36	39.7	8	1.9
117.13	39.16	24	1.5
119.73	39.93	13	1.7
118.48	39.68	16	1.5
118.48	39.63	22	1.6
118.61	39.75	9	1.7
118.63	39.78	6	2.6
118.63	39.78	6	2.6
118.35	39.66	6	1.5
119.23	38.91	10	1.9
118.71	39.71	11	1.6
118.48	39.76	8	1.5
118.01	39.33	10	1.8
118.06	39.36	3	2.2
118.65	39.76	17	1.9
118.58	39.76	13	1.5
118.33	39.55	5	1.7
118.65	39.76	23	1.6
118.16	39.58	7	1.6
119.06	38.91	4	1.5
114.95	40.38	5	1.5
118.83	39.88	9	1.6
118.68	39.75	0	1.5
116.73	38.86	9	2.1
114.66	40.41	0	1.5
114.01	40.81	0	1.5
118.8	39.85	6	1.5
119.58	39.6	28	2.3
117.26	40.01	18	1.6
118.75	39.71	1	1.8
118.41	39.78	20	1.6
118.75	39.71	1	1.5
114.48	38.56	10	1.7
118.15	39.61	6	1.9
118.71	39.78	5	1.5
118.71	39.75	5	1.6
116.26	39.51	29	2.2
118.66	39.78	28	1.6
119.26	38.85	5	2.6
119.26	38.85	5	2.6
119.13	38.9	6	1.5
119.03	38.58	7	1.8
118.75	39.75	16	1.5
118.81	39.71	9	1.7
119.31	38.83	0	2.1
119.21	38.86	3	2
119.26	38.81	5	2.2
119.28	38.78	0	2.1
119.31	38.71	8	2
119.28	38.73	2	2.5
119.28	38.73	2	2.5
118.16	39.5	10	1.5
119.28	38.83	10	2.3
119.33	38.78	1	2.9
119.33	38.78	1	2.9
119.25	38.81	0	2.4
119.23	38.81	0	2.3
119.36	38.71	0	2.7
119.36	38.71	0	2.7
118.4	39.68	0	1.7
116.68	39.36	28	1.6
114.98	40.26	30	1.6
114.61	40.38	0	2.7
114.61	40.38	0	2.7
118.15	39.58	1	2.1
118.16	39.51	1	1.7
118.45	39.73	0	1.5
118.66	39.73	0	2.2
114.03	40.71	5	1.6
118.31	39.73	0	2.1
119.21	40.25	14	1.5
116.2	40.46	19	1.5
116.71	38.88	1	1.5
114.21	40.81	27	1.8
118.15	39.53	20	1.7
118.18	39.6	20	1.6
118.48	39.63	3	1.5
114.63	39.91	1	2.6
114.61	39.91	0	2.8
118.68	39.81	1	1.9
118.78	39.76	0	1.8
116.65	39.21	29	1.7
116.6	39.21	28	1.9
118.86	38.53	4	1.8
118.15	39.56	5	1.5
115.56	39.91	9	1.6
118.76	39.68	8	1.8
118.11	39.51	0	2.2
116.38	39.78	1	2.4
118.51	39.68	1	1.7
119.03	38.66	24	1.9
118.75	39.73	0	1.5
119.18	38.86	4	2.5
119.25	38.75	9	2.1
119.11	38.88	4	2.4
114.31	39.95	4	1.5
118.3	39.68	4	1.5
118.91	40.16	0	2.6
114.28	39.83	0	1.8
118.48	39.78	5	2.3
119.61	39.53	2	2.5
118.38	39.73	10	1.6
116.51	39.21	12	2
118.73	39.78	10	1.6
116.38	39.78	7	1.9
116.36	39.78	9	1.7
118.45	39.73	0	1.8
118.43	39.75	0	1.5
118.71	39.71	2	1.7
118.36	39.71	1	2.7
115.81	40.3	28	1.7
114.65	40.51	0	2.2
117.95	39.31	0	3
117.93	39.3	0	1.5
119.86	38.91	5	2.4
116.43	40.43	29	1.5
118.45	39.78	6	1.6
114.31	39.23	4	1.6
118.58	39.7	0	1.7
116.61	39.71	29	2.1
117.23	39.98	29	2.1
118.63	39.75	3	2.1
115.68	40.06	30	1.5
118.11	39.51	14	1.8
114.91	40.4	0	2.1
114.83	40	30	1.5
118.83	39.88	1	1.8
114.15	40.58	7	1.6
118.38	39.7	0	1.6
116.83	40.66	28	2
118.81	39.85	0	2.6
114.01	38.61	0	1.6
118.81	39.83	0	1.9
118.51	39.7	0	2.4
118.3	39.66	11	1.5
118.83	40.61	0	1.7
114.73	38.88	3	1.5
118.75	39.71	0	1.6
118.73	39.73	9	1.8
118.75	39.71	0	1.6
114.91	40.41	29	1.6
114.9	40.4	0	1.6
118.75	39.71	1	1.6
118.43	39.76	9	2.2
118.23	39.61	18	1.6
118.65	39.76	1	1.8
118.13	39.53	1	2.3
114.5	40.48	4	1.8
118.13	39.48	4	1.8
118.45	39.73	16	1.6
114.81	40.01	0	4
118.71	39.76	0	2.1
118.76	39.78	2	2.1
117.4	39.18	20	1.5
118.56	39.05	0	2.1
119.03	38.63	4	2.1
118.73	39.83	0	1.9
118.48	39.68	20	2
118.75	39.75	1	1.6
118.78	39.66	1	1.5
118.2	39.56	9	2.1
118.8	39.63	0	1.6
118.46	39.63	0	1.6
118.03	39.35	0	1.6
118.88	39.91	1	1.6
119.65	39.51	1	1.8
118.11	39.51	0	2.2
116.38	40.28	5	1.5
118.73	39.71	0	1.9
114.05	40.71	3	1.6
114.3	40.51	4	1.7
118.13	39.51	13	1.5
114.28	40.46	0	2
118.28	39.56	9	1.5
114.86	40.46	1	1.9
118.43	39.78	1	1.8
116.76	38.96	0	2.2
119.55	39.48	30	1.8
118.4	39.73	21	1.5
118.4	39.76	24	1.7
114.81	40.78	0	1.7
118.76	39.78	1	1.7
114.51	39.21	29	1.9
118.4	39.71	0	1.8
116.63	40.1	20	1.5
118.86	39.86	0	1.6
118.03	39.38	21	2
118	39.33	2	2.1
114.88	40.61	1	1.5
116.65	38.9	8	1.8
118.73	39.71	0	2
116.08	40.26	24	1.5
118.46	39.78	0	1.6
118.66	39.76	0	2
118.33	39.68	1	2.1
118.33	39.68	1	1.9
114.51	38.58	0	1.5
114.08	39.58	2	2
118.81	39.81	2	1.7
118.76	39.78	4	1.5
117.48	39.63	27	1.7
115.46	40.23	30	2
115.66	40.48	30	2.1
118.7	39.71	0	2.5
114.56	39.18	2	2.1
118.41	39.71	6	2.6
118.76	39.78	3	1.5
118.76	39.81	0	1.9
118.33	39.71	0	2.5
117.41	39.6	10	2.6
117.98	39.31	0	1.7
114.56	38.6	1	1.5
118.23	39.65	0	2.2
117.45	39.63	18	2
115.63	39.96	0	2.1
115.61	39.96	0	2.3
115.66	39.98	2	1.5
115.63	39.95	1	2.1
114.46	39.18	0	2.2
118.66	39.81	1	2.2
118.71	39.73	0	1.5
116.91	39.86	26	1.8
118.76	39.81	3	1.7
118.43	39.78	0	1.7
118.43	39.85	0	2.2
118.73	39.78	7	1.9
118.75	39.78	1	1.7
118.75	39.81	1	2.1
118.73	39.8	9	2.5
115.48	38.56	9	2.2
115.73	40.48	29	1.5
118.73	39.76	21	1.7
118.73	39.8	22	1.9
118.41	39.76	21	2.1
118.76	39.76	0	3.5
114.51	39.16	7	2
114.48	39.18	11	1.5
114.48	39.2	29	1.8
118.46	39.78	0	2.8
114.43	39.21	29	1.6
114.68	40.46	0	2.7
117.5	40.16	20	2
118.78	39.78	3	1.6
118.83	39.93	0	1.6
119.91	39.03	9	2.7
118.13	39.43	0	1.7
119.51	38.93	6	1.6
118.8	39.83	0	2.1
115.55	40.45	16	1.6
117.28	39.85	1	1.5
115.41	40.41	29	1.7
118.06	39.46	0	2.3
115.38	40.41	1	1.7
118.05	39.36	0	1.7
118.01	39.35	21	1.6
118.28	39.58	4	1.8
118.68	39.86	29	2
118.46	39.66	9	1.9
114.8	41	27	1.6
118.11	39.5	1	1.7
118.75	39.81	0	2.2
119.08	39.61	9	2.1
118.71	39.7	0	2.4
118.76	39.7	9	1.5
118.41	39.76	0	1.9
118.45	39.71	9	1.5
117.75	39.45	22	1.5
118.36	39.76	6	1.5
118.1	39.46	0	1.6
118.46	39.78	0	1.5
117.71	39.31	10	1.7
118.51	39.8	9	1.7
118.5	39.76	0	3.3
118.48	39.78	0	2.8
118.53	39.73	7	1.6
116.23	40.2	22	1.5
114.11	40.36	0	2.3
118.33	39.71	1	1.9
116.65	39.08	20	2
118.75	39.75	0	1.5
114.26	40.58	14	1.7
118.45	39.78	1	1.6
118.81	38.95	30	2.1
118.78	39.71	0	2.3
117.65	39.38	30	2.2
116.7	40.53	29	1.6
118.85	39.86	0	1.5
118.43	39.73	27	1.7
114.28	40.16	19	2.6
119.43	39.51	21	1.8
118.71	39.73	0	1.9
118.61	39.71	10	1.5
117.98	39.36	0	1.7
117.01	40.05	30	1.5
118.66	39.71	29	1.7
118.86	39.95	1	1.6
118.23	39.66	0	3.5
117.93	39.36	23	1.6
118.61	39.71	0	1.5
118.71	39.76	2	1.6
117.81	39.33	17	1.6
118.63	39.73	0	2.2
114.91	39.8	21	1.5
115.66	40.53	29	1.6
118.81	40.25	1	1.5
118.81	40.28	0	3.8
118.11	39.53	0	1.7
118.78	40.23	18	1.5
116.63	40.4	22	1.6
118.7	39.75	8	2.9
115.58	40.05	1	2.5
117.51	39.68	28	2
119.18	38.93	13	1.6
114.28	40.61	0	1.5
118.43	39.76	0	1.8
118.7	39.73	9	1.8
114.73	38.9	4	1.5
118.5	39.66	22	1.5
118.71	39.71	0	2.5
118.33	39.68	0	1.7
114.78	39.3	1	1.9
118.8	40.66	26	2
116.93	39.13	0	2
118.43	39.63	10	1.7
118.73	39.76	19	1.5
117.46	39.61	22	2
118.38	39.73	16	1.7
118.36	39.68	0	2.1
118.35	39.65	8	3.1
115.15	40.36	0	2.2
118.9	39.95	1	1.8
118.73	39.76	1	2.9
118.7	39.81	1	2
118.66	39.76	14	1.5
118.48	39.73	0	1.5
118.75	39.7	0	1.8
118.71	39.68	0	1.5
118.23	39.65	30	2
115.91	38.76	0	2.7
118.48	39.8	1	1.5
118.41	39.78	11	1.5
117.51	39.58	9	2.8
117.5	39.58	9	3.8
114.58	40.16	30	1.6
117.46	39.76	29	2
116.41	38.68	0	1.9
118.5	39.78	0	2.3
119.01	40.16	10	1.7
118.63	39.75	0	2.7
118.63	39.75	4	1.5
118.71	39.73	26	1.6
116.46	39.96	29	1.7
117.2	39.23	0	1.5
118.8	39.76	29	1.5
118.36	39.68	0	1.8
118.66	39.8	1	1.6
117.75	39.46	30	2.8
118.51	39.68	0	1.5
119.76	38.91	9	1.7
116.78	39.01	5	1.7
117.11	39.16	22	1.8
116.38	40.08	21	1.7
116.53	38.86	12	1.7
114.71	39.83	0	2.5
118.75	39.78	0	1.9
115.43	40.31	20	2
118.26	39.65	9	1.7
119.21	38.61	2	2.1
118.73	39.78	0	2.9
118.11	39.51	9	1.5
119.26	39.65	0	1.7
116.9	40.03	26	1.7
118.48	39.76	5	1.1
117.36	39.66	0	1.8
115.05	39.83	0	1.7
118.66	39.71	3	1.5
116.31	40.06	9	1.5
